Person Name,Person ID,Date,Start,End
Elwood Quarles,8,10.5.2013,18:21,05:05
Elwood Quarles,8,10.5.2013,04:21,04:21
Marci Luckett,9,10.5.2013,18:21,02:22
Virgilio Godby,10,10.5.2013,18:21,21:15
Curtis Duden,11,10.5.2013,18:21,22:04
Kristina Marrinan,12,10.5.2013,18:21,05:20
Felisa Diver,13,10.5.2013,18:21,21:44
Dalia Hoak,14,10.5.2013,18:21,21:36
Dalia Hoak,14,10.5.2013,04:21,04:21
Lilli Brockington,1,11.5.2013,18:21,03:37
Lilli Brockington,1,11.5.2013,04:21,04:21
Wenona Endsley,2,11.5.2013,18:21,02:28
Houston Riess,3,11.5.2013,18:21,06:00
Houston Riess,3,11.5.2013,04:21,04:21
Chana Crowther,4,11.5.2013,18:21,21:51
Chana Crowther,4,11.5.2013,04:21,04:21
Aleisha Lige,5,11.5.2013,18:21,01:49
Modesto Melody,6,11.5.2013,18:21,00:12
Hassan Lindstedt,7,11.5.2013,18:21,05:30
Elwood Quarles,8,11.5.2013,18:21,21:38
Elwood Quarles,8,11.5.2013,04:21,04:21
Marci Luckett,9,11.5.2013,18:21,01:19
Virgilio Godby,10,11.5.2013,18:21,02:54
Virgilio Godby,10,11.5.2013,04:21,04:21
Curtis Duden,11,11.5.2013,18:21,21:40
Kristina Marrinan,12,11.5.2013,18:21,05:31
Lilli Brockington,1,12.5.2013,18:21,21:07
Wenona Endsley,2,12.5.2013,18:21,22:27
Houston Riess,3,12.5.2013,18:21,23:22
Chana Crowther,4,12.5.2013,18:21,04:47
Chana Crowther,4,12.5.2013,04:21,04:21
Aleisha Lige,5,12.5.2013,18:21,22:20
Modesto Melody,6,12.5.2013,18:21,22:30
Modesto Melody,6,12.5.2013,04:21,04:21
Hassan Lindstedt,7,12.5.2013,18:21,05:44
Elwood Quarles,8,12.5.2013,18:21,03:21
Marci Luckett,9,12.5.2013,18:21,23:42
Virgilio Godby,10,12.5.2013,18:21,05:28
Curtis Duden,11,12.5.2013,18:21,22:28
Lilli Brockington,1,13.5.2013,18:21,05:45
Wenona Endsley,2,13.5.2013,18:21,23:57
Wenona Endsley,2,13.5.2013,04:21,04:21
Houston Riess,3,13.5.2013,18:21,05:38
Houston Riess,3,13.5.2013,04:21,04:21
Chana Crowther,4,13.5.2013,18:21,22:22
Chana Crowther,4,13.5.2013,04:21,04:21
Aleisha Lige,5,13.5.2013,18:21,00:39
Modesto Melody,6,13.5.2013,18:21,23:05
Hassan Lindstedt,7,13.5.2013,18:21,21:09
Hassan Lindstedt,7,13.5.2013,04:21,04:21
Elwood Quarles,8,13.5.2013,18:21,23:18
Marci Luckett,9,13.5.2013,18:21,04:13
Marci Luckett,9,13.5.2013,04:21,04:21
Virgilio Godby,10,13.5.2013,18:21,02:25
Virgilio Godby,10,13.5.2013,04:21,04:21
Curtis Duden,11,13.5.2013,18:21,02:50
Kristina Marrinan,12,13.5.2013,18:21,00:19
Felisa Diver,13,13.5.2013,18:21,23:39
Felisa Diver,13,13.5.2013,04:21,04:21
Dalia Hoak,14,13.5.2013,18:21,20:28
Dalia Hoak,14,13.5.2013,04:21,04:21
Lilli Brockington,1,14.5.2013,18:21,02:55
Lilli Brockington,1,14.5.2013,04:21,04:21
Wenona Endsley,2,14.5.2013,18:21,00:32
Houston Riess,3,14.5.2013,18:21,02:11
Chana Crowther,4,14.5.2013,18:21,00:30
Aleisha Lige,5,14.5.2013,18:21,04:47
Modesto Melody,6,14.5.2013,18:21,04:39
Modesto Melody,6,14.5.2013,04:21,04:21
Hassan Lindstedt,7,14.5.2013,18:21,06:13
Elwood Quarles,8,14.5.2013,18:21,23:24
Marci Luckett,9,14.5.2013,18:21,00:57
Virgilio Godby,10,14.5.2013,18:21,03:49
Curtis Duden,11,14.5.2013,18:21,05:55
Curtis Duden,11,14.5.2013,04:21,04:21
Kristina Marrinan,12,14.5.2013,18:21,04:49
Kristina Marrinan,12,14.5.2013,04:21,04:21
Felisa Diver,13,14.5.2013,18:21,03:20
Dalia Hoak,14,14.5.2013,18:21,21:09
Dalia Hoak,14,14.5.2013,04:21,04:21
Lilli Brockington,1,15.5.2013,18:21,04:23
Wenona Endsley,2,15.5.2013,18:21,03:04
Wenona Endsley,2,15.5.2013,04:21,04:21
Houston Riess,3,15.5.2013,18:21,02:15
Houston Riess,3,15.5.2013,04:21,04:21
Chana Crowther,4,15.5.2013,18:21,01:57
Aleisha Lige,5,15.5.2013,18:21,21:32
Aleisha Lige,5,15.5.2013,04:21,04:21
Modesto Melody,6,15.5.2013,18:21,04:44
Modesto Melody,6,15.5.2013,04:21,04:21
Hassan Lindstedt,7,15.5.2013,18:21,01:42
Elwood Quarles,8,15.5.2013,18:21,20:36
Marci Luckett,9,15.5.2013,18:21,21:35
Marci Luckett,9,15.5.2013,04:21,04:21
Virgilio Godby,10,15.5.2013,18:21,21:22
Virgilio Godby,10,15.5.2013,04:21,04:21
Curtis Duden,11,15.5.2013,18:21,05:27
Curtis Duden,11,15.5.2013,04:21,04:21
Kristina Marrinan,12,15.5.2013,18:21,00:45
Felisa Diver,13,15.5.2013,18:21,04:13
Lilli Brockington,1,16.5.2013,18:21,01:58
Wenona Endsley,2,16.5.2013,18:21,04:11
Houston Riess,3,16.5.2013,18:21,22:07
Chana Crowther,4,16.5.2013,18:21,21:44
Chana Crowther,4,16.5.2013,04:21,04:21
Aleisha Lige,5,16.5.2013,18:21,22:46
Modesto Melody,6,16.5.2013,18:21,04:50
Hassan Lindstedt,7,16.5.2013,18:21,04:35
Hassan Lindstedt,7,16.5.2013,04:21,04:21
Elwood Quarles,8,16.5.2013,18:21,06:14
Marci Luckett,9,16.5.2013,18:21,02:30
Marci Luckett,9,16.5.2013,04:21,04:21
Virgilio Godby,10,16.5.2013,18:21,03:30
Virgilio Godby,10,16.5.2013,04:21,04:21
Curtis Duden,11,16.5.2013,18:21,23:16
Kristina Marrinan,12,16.5.2013,18:21,00:33
Felisa Diver,13,16.5.2013,18:21,20:29
Felisa Diver,13,16.5.2013,04:21,04:21
Lilli Brockington,1,17.5.2013,18:21,02:43
Wenona Endsley,2,17.5.2013,18:21,01:11
Houston Riess,3,17.5.2013,18:21,22:05
Houston Riess,3,17.5.2013,04:21,04:21
Chana Crowther,4,17.5.2013,18:21,00:40
Chana Crowther,4,17.5.2013,04:21,04:21
Aleisha Lige,5,17.5.2013,18:21,23:41
Modesto Melody,6,17.5.2013,18:21,00:08
Modesto Melody,6,17.5.2013,04:21,04:21
Hassan Lindstedt,7,17.5.2013,18:21,22:43
Hassan Lindstedt,7,17.5.2013,04:21,04:21
Elwood Quarles,8,17.5.2013,18:21,05:06
Elwood Quarles,8,17.5.2013,04:21,04:21
Marci Luckett,9,17.5.2013,18:21,00:05
Virgilio Godby,10,17.5.2013,18:21,03:43
Virgilio Godby,10,17.5.2013,04:21,04:21
Curtis Duden,11,17.5.2013,18:21,05:24
Kristina Marrinan,12,17.5.2013,18:21,05:01
Kristina Marrinan,12,17.5.2013,04:21,04:21
Lilli Brockington,1,18.5.2013,18:21,05:29
Lilli Brockington,1,18.5.2013,04:21,04:21
Wenona Endsley,2,18.5.2013,18:21,05:24
Houston Riess,3,18.5.2013,18:21,21:23
Houston Riess,3,18.5.2013,04:21,04:21
Chana Crowther,4,18.5.2013,18:21,03:18
Aleisha Lige,5,18.5.2013,18:21,01:16
Aleisha Lige,5,18.5.2013,04:21,04:21
Modesto Melody,6,18.5.2013,18:21,01:31
Hassan Lindstedt,7,18.5.2013,18:21,23:22
Hassan Lindstedt,7,18.5.2013,04:21,04:21
Elwood Quarles,8,18.5.2013,18:21,20:27
Elwood Quarles,8,18.5.2013,04:21,04:21
Marci Luckett,9,18.5.2013,18:21,06:02
Virgilio Godby,10,18.5.2013,18:21,01:10
Virgilio Godby,10,18.5.2013,04:21,04:21
Curtis Duden,11,18.5.2013,18:21,23:27
Kristina Marrinan,12,18.5.2013,18:21,21:29
Kristina Marrinan,12,18.5.2013,04:21,04:21
Felisa Diver,13,18.5.2013,18:21,20:48
Lilli Brockington,1,19.5.2013,18:21,23:27
Wenona Endsley,2,19.5.2013,18:21,20:49
Wenona Endsley,2,19.5.2013,04:21,04:21
Houston Riess,3,19.5.2013,18:21,20:23
Chana Crowther,4,19.5.2013,18:21,06:20
Aleisha Lige,5,19.5.2013,18:21,04:15
Modesto Melody,6,19.5.2013,18:21,20:47
Hassan Lindstedt,7,19.5.2013,18:21,03:51
Hassan Lindstedt,7,19.5.2013,04:21,04:21
Elwood Quarles,8,19.5.2013,18:21,22:04
Elwood Quarles,8,19.5.2013,04:21,04:21
Marci Luckett,9,19.5.2013,18:21,05:51
Virgilio Godby,10,19.5.2013,18:21,21:04
Curtis Duden,11,19.5.2013,18:21,04:34
Curtis Duden,11,19.5.2013,04:21,04:21
Kristina Marrinan,12,19.5.2013,18:21,00:27
Kristina Marrinan,12,19.5.2013,04:21,04:21
Felisa Diver,13,19.5.2013,18:21,01:43
Lilli Brockington,1,20.5.2013,18:21,02:29
Lilli Brockington,1,20.5.2013,04:21,04:21
Wenona Endsley,2,20.5.2013,18:21,00:23
Houston Riess,3,20.5.2013,18:21,00:25
Chana Crowther,4,20.5.2013,18:21,01:13
Aleisha Lige,5,20.5.2013,18:21,23:47
Modesto Melody,6,20.5.2013,18:21,23:43
Hassan Lindstedt,7,20.5.2013,18:21,03:08
Hassan Lindstedt,7,20.5.2013,04:21,04:21
Elwood Quarles,8,20.5.2013,18:21,01:30
Marci Luckett,9,20.5.2013,18:21,01:28
Virgilio Godby,10,20.5.2013,18:21,04:41
Virgilio Godby,10,20.5.2013,04:21,04:21
Curtis Duden,11,20.5.2013,18:21,00:58
Curtis Duden,11,20.5.2013,04:21,04:21
Lilli Brockington,1,21.5.2013,18:21,04:37
Lilli Brockington,1,21.5.2013,04:21,04:21
Wenona Endsley,2,21.5.2013,18:21,23:05
Houston Riess,3,21.5.2013,18:21,04:55
Houston Riess,3,21.5.2013,04:21,04:21
Chana Crowther,4,21.5.2013,18:21,22:56
Aleisha Lige,5,21.5.2013,18:21,02:15
Modesto Melody,6,21.5.2013,18:21,00:12
Modesto Melody,6,21.5.2013,04:21,04:21
Hassan Lindstedt,7,21.5.2013,18:21,20:47
Hassan Lindstedt,7,21.5.2013,04:21,04:21
Elwood Quarles,8,21.5.2013,18:21,22:46
Marci Luckett,9,21.5.2013,18:21,02:49
Marci Luckett,9,21.5.2013,04:21,04:21
Virgilio Godby,10,21.5.2013,18:21,03:51
Curtis Duden,11,21.5.2013,18:21,03:43
Curtis Duden,11,21.5.2013,04:21,04:21
Kristina Marrinan,12,21.5.2013,18:21,22:24
Felisa Diver,13,21.5.2013,18:21,04:17
Dalia Hoak,14,21.5.2013,18:21,21:15
Shiloh Weis,15,21.5.2013,18:21,02:05
Lilli Brockington,1,22.5.2013,18:21,02:35
Lilli Brockington,1,22.5.2013,04:21,04:21
Wenona Endsley,2,22.5.2013,18:21,05:00
Wenona Endsley,2,22.5.2013,04:21,04:21
Houston Riess,3,22.5.2013,18:21,04:33
Chana Crowther,4,22.5.2013,18:21,00:31
Aleisha Lige,5,22.5.2013,18:21,20:49
Aleisha Lige,5,22.5.2013,04:21,04:21
Modesto Melody,6,22.5.2013,18:21,21:28
Hassan Lindstedt,7,22.5.2013,18:21,04:05
Elwood Quarles,8,22.5.2013,18:21,21:22
Elwood Quarles,8,22.5.2013,04:21,04:21
Marci Luckett,9,22.5.2013,18:21,05:13
Virgilio Godby,10,22.5.2013,18:21,04:52
Curtis Duden,11,22.5.2013,18:21,04:37
Curtis Duden,11,22.5.2013,04:21,04:21
Kristina Marrinan,12,22.5.2013,18:21,03:56
Felisa Diver,13,22.5.2013,18:21,04:43
Felisa Diver,13,22.5.2013,04:21,04:21
Lilli Brockington,1,23.5.2013,18:21,02:21
Wenona Endsley,2,23.5.2013,18:21,01:37
Houston Riess,3,23.5.2013,18:21,05:37
Houston Riess,3,23.5.2013,04:21,04:21
Chana Crowther,4,23.5.2013,18:21,00:05
Chana Crowther,4,23.5.2013,04:21,04:21
Aleisha Lige,5,23.5.2013,18:21,00:19
Aleisha Lige,5,23.5.2013,04:21,04:21
Modesto Melody,6,23.5.2013,18:21,04:20
Modesto Melody,6,23.5.2013,04:21,04:21
Hassan Lindstedt,7,23.5.2013,18:21,04:58
Hassan Lindstedt,7,23.5.2013,04:21,04:21
Elwood Quarles,8,23.5.2013,18:21,22:14
Elwood Quarles,8,23.5.2013,04:21,04:21
Marci Luckett,9,23.5.2013,18:21,05:20
Marci Luckett,9,23.5.2013,04:21,04:21
Virgilio Godby,10,23.5.2013,18:21,23:26
Curtis Duden,11,23.5.2013,18:21,06:19
Curtis Duden,11,23.5.2013,04:21,04:21
Kristina Marrinan,12,23.5.2013,18:21,05:30
Kristina Marrinan,12,23.5.2013,04:21,04:21
Felisa Diver,13,23.5.2013,18:21,04:15
Felisa Diver,13,23.5.2013,04:21,04:21
Dalia Hoak,14,23.5.2013,18:21,05:09
Lilli Brockington,1,24.5.2013,18:21,23:18
Lilli Brockington,1,24.5.2013,04:21,04:21
Wenona Endsley,2,24.5.2013,18:21,03:40
Wenona Endsley,2,24.5.2013,04:21,04:21
Houston Riess,3,24.5.2013,18:21,21:14
Chana Crowther,4,24.5.2013,18:21,20:42
Aleisha Lige,5,24.5.2013,18:21,22:01
Modesto Melody,6,24.5.2013,18:21,01:53
Modesto Melody,6,24.5.2013,04:21,04:21
Hassan Lindstedt,7,24.5.2013,18:21,22:03
Elwood Quarles,8,24.5.2013,18:21,04:05
Elwood Quarles,8,24.5.2013,04:21,04:21
Marci Luckett,9,24.5.2013,18:21,22:18
Virgilio Godby,10,24.5.2013,18:21,20:26
Virgilio Godby,10,24.5.2013,04:21,04:21
Curtis Duden,11,24.5.2013,18:21,03:08
Curtis Duden,11,24.5.2013,04:21,04:21
Kristina Marrinan,12,24.5.2013,18:21,04:01
Kristina Marrinan,12,24.5.2013,04:21,04:21
Lilli Brockington,1,25.5.2013,18:21,00:25
Wenona Endsley,2,25.5.2013,18:21,02:31
Wenona Endsley,2,25.5.2013,04:21,04:21
Houston Riess,3,25.5.2013,18:21,21:59
Chana Crowther,4,25.5.2013,18:21,22:24
Aleisha Lige,5,25.5.2013,18:21,02:57
Modesto Melody,6,25.5.2013,18:21,02:08
Hassan Lindstedt,7,25.5.2013,18:21,01:13
Hassan Lindstedt,7,25.5.2013,04:21,04:21
Elwood Quarles,8,25.5.2013,18:21,22:54
Elwood Quarles,8,25.5.2013,04:21,04:21
Marci Luckett,9,25.5.2013,18:21,00:51
Virgilio Godby,10,25.5.2013,18:21,01:09
Virgilio Godby,10,25.5.2013,04:21,04:21
Lilli Brockington,1,26.5.2013,18:21,02:26
Lilli Brockington,1,26.5.2013,04:21,04:21
Wenona Endsley,2,26.5.2013,18:21,04:41
Houston Riess,3,26.5.2013,18:21,02:55
Houston Riess,3,26.5.2013,04:21,04:21
Chana Crowther,4,26.5.2013,18:21,06:20
Chana Crowther,4,26.5.2013,04:21,04:21
Aleisha Lige,5,26.5.2013,18:21,04:27
Aleisha Lige,5,26.5.2013,04:21,04:21
Modesto Melody,6,26.5.2013,18:21,22:26
Hassan Lindstedt,7,26.5.2013,18:21,22:41
Elwood Quarles,8,26.5.2013,18:21,00:32
Marci Luckett,9,26.5.2013,18:21,20:42
Virgilio Godby,10,26.5.2013,18:21,00:20
Curtis Duden,11,26.5.2013,18:21,04:28
Kristina Marrinan,12,26.5.2013,18:21,03:24
Kristina Marrinan,12,26.5.2013,04:21,04:21
Felisa Diver,13,26.5.2013,18:21,03:08
Lilli Brockington,1,27.5.2013,18:21,22:48
Lilli Brockington,1,27.5.2013,04:21,04:21
Wenona Endsley,2,27.5.2013,18:21,20:46
Wenona Endsley,2,27.5.2013,04:21,04:21
Houston Riess,3,27.5.2013,18:21,01:03
Houston Riess,3,27.5.2013,04:21,04:21
Chana Crowther,4,27.5.2013,18:21,03:21
Aleisha Lige,5,27.5.2013,18:21,02:04
Aleisha Lige,5,27.5.2013,04:21,04:21
Modesto Melody,6,27.5.2013,18:21,01:02
Hassan Lindstedt,7,27.5.2013,18:21,21:05
Hassan Lindstedt,7,27.5.2013,04:21,04:21
Elwood Quarles,8,27.5.2013,18:21,22:02
Marci Luckett,9,27.5.2013,18:21,00:00
Virgilio Godby,10,27.5.2013,18:21,06:11
Curtis Duden,11,27.5.2013,18:21,01:54
Curtis Duden,11,27.5.2013,04:21,04:21
Kristina Marrinan,12,27.5.2013,18:21,23:32
Kristina Marrinan,12,27.5.2013,04:21,04:21
Felisa Diver,13,27.5.2013,18:21,21:17
Dalia Hoak,14,27.5.2013,18:21,22:42
Dalia Hoak,14,27.5.2013,04:21,04:21
Lilli Brockington,1,28.5.2013,18:21,21:22
Lilli Brockington,1,28.5.2013,04:21,04:21
Wenona Endsley,2,28.5.2013,18:21,03:55
Houston Riess,3,28.5.2013,18:21,02:34
Chana Crowther,4,28.5.2013,18:21,02:40
Aleisha Lige,5,28.5.2013,18:21,05:13
Modesto Melody,6,28.5.2013,18:21,02:11
Modesto Melody,6,28.5.2013,04:21,04:21
Hassan Lindstedt,7,28.5.2013,18:21,23:24
Hassan Lindstedt,7,28.5.2013,04:21,04:21
Elwood Quarles,8,28.5.2013,18:21,20:51
Marci Luckett,9,28.5.2013,18:21,22:02
Marci Luckett,9,28.5.2013,04:21,04:21
Virgilio Godby,10,28.5.2013,18:21,02:24
Curtis Duden,11,28.5.2013,18:21,03:22
Kristina Marrinan,12,28.5.2013,18:21,23:23
Felisa Diver,13,28.5.2013,18:21,03:17
Dalia Hoak,14,28.5.2013,18:21,02:36
Lilli Brockington,1,29.5.2013,18:21,04:17
Lilli Brockington,1,29.5.2013,04:21,04:21
Wenona Endsley,2,29.5.2013,18:21,05:42
Wenona Endsley,2,29.5.2013,04:21,04:21
Houston Riess,3,29.5.2013,18:21,03:37
Houston Riess,3,29.5.2013,04:21,04:21
Chana Crowther,4,29.5.2013,18:21,01:49
Aleisha Lige,5,29.5.2013,18:21,20:54
Modesto Melody,6,29.5.2013,18:21,21:03
Hassan Lindstedt,7,29.5.2013,18:21,22:55
Hassan Lindstedt,7,29.5.2013,04:21,04:21
Elwood Quarles,8,29.5.2013,18:21,22:05
Marci Luckett,9,29.5.2013,18:21,04:53
Virgilio Godby,10,29.5.2013,18:21,01:36
Curtis Duden,11,29.5.2013,18:21,05:12
Curtis Duden,11,29.5.2013,04:21,04:21
Kristina Marrinan,12,29.5.2013,18:21,03:03
Lilli Brockington,1,30.5.2013,18:21,03:41
Wenona Endsley,2,30.5.2013,18:21,21:05
Wenona Endsley,2,30.5.2013,04:21,04:21
Houston Riess,3,30.5.2013,18:21,03:08
Chana Crowther,4,30.5.2013,18:21,04:05
Chana Crowther,4,30.5.2013,04:21,04:21
Aleisha Lige,5,30.5.2013,18:21,05:13
Aleisha Lige,5,30.5.2013,04:21,04:21
Modesto Melody,6,30.5.2013,18:21,01:14
Modesto Melody,6,30.5.2013,04:21,04:21
Hassan Lindstedt,7,30.5.2013,18:21,03:17
Elwood Quarles,8,30.5.2013,18:21,22:06
Elwood Quarles,8,30.5.2013,04:21,04:21
Marci Luckett,9,30.5.2013,18:21,04:40
Virgilio Godby,10,30.5.2013,18:21,01:44
Curtis Duden,11,30.5.2013,18:21,02:34
Kristina Marrinan,12,30.5.2013,18:21,01:24
Felisa Diver,13,30.5.2013,18:21,23:14
Dalia Hoak,14,30.5.2013,18:21,22:59
Dalia Hoak,14,30.5.2013,04:21,04:21
Lilli Brockington,1,31.5.2013,18:21,01:33
Wenona Endsley,2,31.5.2013,18:21,05:59
Houston Riess,3,31.5.2013,18:21,21:43
Chana Crowther,4,31.5.2013,18:21,04:38
Aleisha Lige,5,31.5.2013,18:21,23:24
Modesto Melody,6,31.5.2013,18:21,22:20
Hassan Lindstedt,7,31.5.2013,18:21,21:57
Hassan Lindstedt,7,31.5.2013,04:21,04:21
Elwood Quarles,8,31.5.2013,18:21,23:40
Elwood Quarles,8,31.5.2013,04:21,04:21
Marci Luckett,9,31.5.2013,18:21,22:49
Virgilio Godby,10,31.5.2013,18:21,04:20
Curtis Duden,11,31.5.2013,18:21,01:05
Kristina Marrinan,12,31.5.2013,18:21,02:11
Kristina Marrinan,12,31.5.2013,04:21,04:21
Lilli Brockington,1,1.6.2013,18:21,02:00
Lilli Brockington,1,1.6.2013,04:21,04:21
Wenona Endsley,2,1.6.2013,18:21,03:01
Houston Riess,3,1.6.2013,18:21,21:05
Houston Riess,3,1.6.2013,04:21,04:21
Chana Crowther,4,1.6.2013,18:21,00:07
Aleisha Lige,5,1.6.2013,18:21,04:12
Aleisha Lige,5,1.6.2013,04:21,04:21
Modesto Melody,6,1.6.2013,18:21,21:59
Hassan Lindstedt,7,1.6.2013,18:21,22:36
Hassan Lindstedt,7,1.6.2013,04:21,04:21
Elwood Quarles,8,1.6.2013,18:21,04:05
Marci Luckett,9,1.6.2013,18:21,00:29
Marci Luckett,9,1.6.2013,04:21,04:21
Virgilio Godby,10,1.6.2013,18:21,05:39
Curtis Duden,11,1.6.2013,18:21,01:04
Kristina Marrinan,12,1.6.2013,18:21,05:05
Kristina Marrinan,12,1.6.2013,04:21,04:21
Felisa Diver,13,1.6.2013,18:21,21:55
Lilli Brockington,1,2.6.2013,18:21,03:37
Wenona Endsley,2,2.6.2013,18:21,05:12
Houston Riess,3,2.6.2013,18:21,02:50
Chana Crowther,4,2.6.2013,18:21,23:31
Aleisha Lige,5,2.6.2013,18:21,03:14
Aleisha Lige,5,2.6.2013,04:21,04:21
Modesto Melody,6,2.6.2013,18:21,01:57
Hassan Lindstedt,7,2.6.2013,18:21,03:45
Hassan Lindstedt,7,2.6.2013,04:21,04:21
Elwood Quarles,8,2.6.2013,18:21,01:39
Elwood Quarles,8,2.6.2013,04:21,04:21
Marci Luckett,9,2.6.2013,18:21,04:57
Marci Luckett,9,2.6.2013,04:21,04:21
Virgilio Godby,10,2.6.2013,18:21,03:57
Virgilio Godby,10,2.6.2013,04:21,04:21
Curtis Duden,11,2.6.2013,18:21,04:42
Kristina Marrinan,12,2.6.2013,18:21,04:49
Felisa Diver,13,2.6.2013,18:21,02:20
Lilli Brockington,1,3.6.2013,18:21,01:02
Lilli Brockington,1,3.6.2013,04:21,04:21
Wenona Endsley,2,3.6.2013,18:21,23:18
Wenona Endsley,2,3.6.2013,04:21,04:21
Houston Riess,3,3.6.2013,18:21,21:48
Chana Crowther,4,3.6.2013,18:21,04:05
Chana Crowther,4,3.6.2013,04:21,04:21
Aleisha Lige,5,3.6.2013,18:21,20:26
Modesto Melody,6,3.6.2013,18:21,20:40
Hassan Lindstedt,7,3.6.2013,18:21,23:02
Elwood Quarles,8,3.6.2013,18:21,20:23
Elwood Quarles,8,3.6.2013,04:21,04:21
Marci Luckett,9,3.6.2013,18:21,00:10
Virgilio Godby,10,3.6.2013,18:21,02:29
Curtis Duden,11,3.6.2013,18:21,04:28
Curtis Duden,11,3.6.2013,04:21,04:21
Kristina Marrinan,12,3.6.2013,18:21,21:22
Kristina Marrinan,12,3.6.2013,04:21,04:21
Felisa Diver,13,3.6.2013,18:21,02:09
Dalia Hoak,14,3.6.2013,18:21,05:35
Dalia Hoak,14,3.6.2013,04:21,04:21
Shiloh Weis,15,3.6.2013,18:21,20:33
Lilli Brockington,1,4.6.2013,18:21,21:45
Wenona Endsley,2,4.6.2013,18:21,05:04
Wenona Endsley,2,4.6.2013,04:21,04:21
Houston Riess,3,4.6.2013,18:21,22:49
Houston Riess,3,4.6.2013,04:21,04:21
Chana Crowther,4,4.6.2013,18:21,05:36
Aleisha Lige,5,4.6.2013,18:21,03:59
Aleisha Lige,5,4.6.2013,04:21,04:21
Modesto Melody,6,4.6.2013,18:21,01:27
Modesto Melody,6,4.6.2013,04:21,04:21
Hassan Lindstedt,7,4.6.2013,18:21,05:45
Elwood Quarles,8,4.6.2013,18:21,22:13
Marci Luckett,9,4.6.2013,18:21,01:23
Virgilio Godby,10,4.6.2013,18:21,04:02
Curtis Duden,11,4.6.2013,18:21,20:44
Curtis Duden,11,4.6.2013,04:21,04:21
Kristina Marrinan,12,4.6.2013,18:21,21:37
Kristina Marrinan,12,4.6.2013,04:21,04:21
Felisa Diver,13,4.6.2013,18:21,03:15
Felisa Diver,13,4.6.2013,04:21,04:21
Dalia Hoak,14,4.6.2013,18:21,01:02
Dalia Hoak,14,4.6.2013,04:21,04:21
Shiloh Weis,15,4.6.2013,18:21,20:56
Lilli Brockington,1,5.6.2013,18:21,04:00
Lilli Brockington,1,5.6.2013,04:21,04:21
Wenona Endsley,2,5.6.2013,18:21,21:40
Houston Riess,3,5.6.2013,18:21,01:30
Chana Crowther,4,5.6.2013,18:21,04:04
Aleisha Lige,5,5.6.2013,18:21,21:51
Modesto Melody,6,5.6.2013,18:21,22:26
Hassan Lindstedt,7,5.6.2013,18:21,22:41
Hassan Lindstedt,7,5.6.2013,04:21,04:21
Elwood Quarles,8,5.6.2013,18:21,03:20
Marci Luckett,9,5.6.2013,18:21,05:42
Virgilio Godby,10,5.6.2013,18:21,00:40
Curtis Duden,11,5.6.2013,18:21,23:47
Kristina Marrinan,12,5.6.2013,18:21,04:50
Felisa Diver,13,5.6.2013,18:21,01:09
Lilli Brockington,1,6.6.2013,18:21,23:04
Lilli Brockington,1,6.6.2013,04:21,04:21
Wenona Endsley,2,6.6.2013,18:21,04:58
Wenona Endsley,2,6.6.2013,04:21,04:21
Houston Riess,3,6.6.2013,18:21,22:07
Houston Riess,3,6.6.2013,04:21,04:21
Chana Crowther,4,6.6.2013,18:21,05:22
Chana Crowther,4,6.6.2013,04:21,04:21
Aleisha Lige,5,6.6.2013,18:21,02:04
Aleisha Lige,5,6.6.2013,04:21,04:21
Modesto Melody,6,6.6.2013,18:21,02:44
Modesto Melody,6,6.6.2013,04:21,04:21
Hassan Lindstedt,7,6.6.2013,18:21,22:50
Elwood Quarles,8,6.6.2013,18:21,05:40
Marci Luckett,9,6.6.2013,18:21,05:13
Marci Luckett,9,6.6.2013,04:21,04:21
Virgilio Godby,10,6.6.2013,18:21,00:09
Virgilio Godby,10,6.6.2013,04:21,04:21
Lilli Brockington,1,7.6.2013,18:21,01:32
Lilli Brockington,1,7.6.2013,04:21,04:21
Wenona Endsley,2,7.6.2013,18:21,22:35
Wenona Endsley,2,7.6.2013,04:21,04:21
Houston Riess,3,7.6.2013,18:21,23:30
Houston Riess,3,7.6.2013,04:21,04:21
Chana Crowther,4,7.6.2013,18:21,04:42
Aleisha Lige,5,7.6.2013,18:21,23:51
Aleisha Lige,5,7.6.2013,04:21,04:21
Modesto Melody,6,7.6.2013,18:21,01:55
Hassan Lindstedt,7,7.6.2013,18:21,04:18
Hassan Lindstedt,7,7.6.2013,04:21,04:21
Elwood Quarles,8,7.6.2013,18:21,05:10
Marci Luckett,9,7.6.2013,18:21,00:29
Marci Luckett,9,7.6.2013,04:21,04:21
Virgilio Godby,10,7.6.2013,18:21,23:05
Curtis Duden,11,7.6.2013,18:21,23:39
Kristina Marrinan,12,7.6.2013,18:21,04:15
Felisa Diver,13,7.6.2013,18:21,00:03
Felisa Diver,13,7.6.2013,04:21,04:21
Lilli Brockington,1,8.6.2013,18:21,03:22
Lilli Brockington,1,8.6.2013,04:21,04:21
Wenona Endsley,2,8.6.2013,18:21,01:28
Houston Riess,3,8.6.2013,18:21,21:37
Chana Crowther,4,8.6.2013,18:21,04:44
Aleisha Lige,5,8.6.2013,18:21,22:45
Modesto Melody,6,8.6.2013,18:21,23:26
Hassan Lindstedt,7,8.6.2013,18:21,06:11
Elwood Quarles,8,8.6.2013,18:21,21:48
Elwood Quarles,8,8.6.2013,04:21,04:21
Marci Luckett,9,8.6.2013,18:21,01:55
